ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-miR-7706:MIMAT0030021:Homo:sapiens:miR-7706	419	368483	368483.0	77665.0
hsa-miR-130b-5p:MIMAT0004680:Homo:sapiens:miR-130b-5p	176	356309	356309.0	26485.0
hsa-miR-1306-5p:MIMAT0022726:Homo:sapiens:miR-1306-5p	251	353218	353218.0	12230.0
hsa-miR-18a-3p:MIMAT0002891:Homo:sapiens:miR-18a-3p	240	317393	317393.0	16454.0
hsa-miR-1307-3p:MIMAT0005951:Homo:sapiens:miR-1307-3p	417	310651	310651.0	64575.0
hsa-miR-28-3p:MIMAT0004502:Homo:sapiens:miR-28-3p	274	308778	308778.0	91064.0
hsa-miR-323a-3p:MIMAT0000755:Homo:sapiens:miR-323a-3p	223	275408	275345.0	24273.5
hsa-miR-143-3p:MIMAT0000435:Homo:sapiens:miR-143-3p	184	275171	275171.0	47554.0
hsa-miR-132-5p:MIMAT0004594:Homo:sapiens:miR-132-5p	282	272481	272481.0	33675.0
hsa-miR-92a-3p:MIMAT0000092:Homo:sapiens:miR-92a-3p	295	243792	243792.0	60005.0
hsa-miR-409-3p:MIMAT0001639:Homo:sapiens:miR-409-3p	253	235630	235630.0	41568.0
hsa-miR-10a-5p:MIMAT0000253:Homo:sapiens:miR-10a-5p	377	220791	220713.5	62950.5
hsa-miR-181a-5p:MIMAT0000256:Homo:sapiens:miR-181a-5p	348	194696	194696.0	49528.0
hsa-miR-99a-5p:MIMAT0000097:Homo:sapiens:miR-99a-5p	327	181023	180947.5	27620.0
hsa-miR-200c-3p:MIMAT0000617:Homo:sapiens:miR-200c-3p	258	167990	167990.0	27734.0
hsa-miR-132-3p:MIMAT0000426:Homo:sapiens:miR-132-3p	247	154645	154645.0	20807.0
hsa-miR-323b-3p:MIMAT0015050:Homo:sapiens:miR-323b-3p	261	150406	150345.0	20820.0
hsa-miR-532-5p:MIMAT0002888:Homo:sapiens:miR-532-5p	277	128509	128509.0	34021.0
hsa-miR-486-3p:MIMAT0004762:Homo:sapiens:miR-486-3p	156	124903	124903.0	20768.0
hsa-miR-4326:MIMAT0016888:Homo:sapiens:miR-4326	76	117717	117717.0	11626.0
hsa-miR-140-3p:MIMAT0004597:Homo:sapiens:miR-140-3p	176	117037	117037.0	39302.0
