ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-miR-151a-3p:MIMAT0000757:Homo:sapiens:miR-151a-3p	338	756076	756076.0	0.0
hsa-miR-378c:MIMAT0016847:Homo:sapiens:miR-378c	809	261972	261729.83333333343	0.0
hsa-miR-122-5p:MIMAT0000421:Homo:sapiens:miR-122-5p	370	233445	233445.0	0.0
hsa-miR-139-3p:MIMAT0004552:Homo:sapiens:miR-139-3p	468	186429	186429.0	0.0
hsa-miR-223-5p:MIMAT0004570:Homo:sapiens:miR-223-5p	332	169604	169604.0	0.0
hsa-miR-485-5p:MIMAT0002175:Homo:sapiens:miR-485-5p	303	158777	158777.0	0.0
hsa-miR-183-5p:MIMAT0000261:Homo:sapiens:miR-183-5p	304	150710	150705.5	0.0
hsa-miR-184:MIMAT0000454:Homo:sapiens:miR-184	339	132091	132091.0	0.0
hsa-miR-148a-3p:MIMAT0000243:Homo:sapiens:miR-148a-3p	248	125980	125980.0	0.0
hsa-miR-629-5p:MIMAT0004810:Homo:sapiens:miR-629-5p	263	121802	121802.0	0.0
hsa-miR-129-5p:MIMAT0000242:Homo:sapiens:miR-129-5p	216	117428	117428.0	0.0
hsa-miR-92b-3p:MIMAT0003218:Homo:sapiens:miR-92b-3p	279	115953	115953.0	0.0
hsa-miR-941:MIMAT0004984:Homo:sapiens:miR-941	248	94681	94681.0	0.0
hsa-miR-409-3p:MIMAT0001639:Homo:sapiens:miR-409-3p	262	83947	83947.0	0.0
hsa-miR-100-5p:MIMAT0000098:Homo:sapiens:miR-100-5p	347	69722	69604.0	0.0
hsa-miR-99b-5p:MIMAT0000689:Homo:sapiens:miR-99b-5p	384	68911	68911.0	0.0
hsa-miR-10b-5p:MIMAT0000254:Homo:sapiens:miR-10b-5p	353	63727	63726.0	0.0
hsa-miR-576-3p:MIMAT0004796:Homo:sapiens:miR-576-3p	184	59141	59141.0	0.0
hsa-let-7f-5p:MIMAT0000067:Homo:sapiens:let-7f-5p	232	51399	51388.0	0.0
hsa-miR-148a-5p:MIMAT0004549:Homo:sapiens:miR-148a-5p	216	49530	49530.0	0.0
hsa-let-7d-3p:MIMAT0004484:Homo:sapiens:let-7d-3p	240	46838	46838.0	0.0
hsa-miR-7974:MIMAT0031177:Homo:sapiens:miR-7974	200	46335	46335.0	0.0
hsa-miR-1908-5p:MIMAT0007881:Homo:sapiens:miR-1908-5p	161	46244	46244.0	0.0
hsa-miR-584-5p:MIMAT0003249:Homo:sapiens:miR-584-5p	219	45287	45287.0	0.0
hsa-miR-370-3p:MIMAT0000722:Homo:sapiens:miR-370-3p	135	43548	43548.0	0.0
hsa-miR-4732-5p:MIMAT0019855:Homo:sapiens:miR-4732-5p	226	41888	41888.0	0.0
hsa-miR-192-5p:MIMAT0000222:Homo:sapiens:miR-192-5p	166	41848	41810.0	0.0
hsa-miR-378a-3p:MIMAT0000732:Homo:sapiens:miR-378a-3p	289	41404	40658.08333333338	0.0
hsa-miR-7706:MIMAT0030021:Homo:sapiens:miR-7706	318	40646	40646.0	0.0
hsa-miR-3929:MIMAT0018206:Homo:sapiens:miR-3929	193	32035	32035.0	0.0
hsa-miR-625-3p:MIMAT0004808:Homo:sapiens:miR-625-3p	206	30552	30552.0	0.0
hsa-let-7b-5p:MIMAT0000063:Homo:sapiens:let-7b-5p	189	30202	30179.333333333332	0.0
hsa-miR-423-5p:MIMAT0004748:Homo:sapiens:miR-423-5p	179	28723	28723.0	0.0
hsa-miR-4440:MIMAT0018958:Homo:sapiens:miR-4440	200	27879	27813.5	0.0
